sr	ru	words	sr_id
"Izgledaš umorno." - "Loše sam spavao."	"Ты выглядишь усталым". - "Я плохо спал".	6	3463965
"Izgledaš umorno." - "Loše sam spavao."	"Ты выглядишь уставшим". - "Я плохо спал".	6	3463965
Ako izlaziš, molim te zatvori vrata.	Как уйдёшь, пожалуйста, закрой дверь.	6	665364
Alesija ne zna da govori Engleski.	Алеся не умеет говорить по-английски.	6	3244897
Atomska energija je skupa i opasna.	Атомная энергия дорога и опасна.	6	3437263
Autobus je bio skoro potpuno prazan.	Автобус был почти совсем пустой.	6	3478625
Bila je velika gužva na aerodromu.	В аэропорту было полно народу.	6	890869
Bilo je malo ljudi na plaži.	На пляже было мало людей.	6	3244049
Bilo je mnogo ljudi u sobi.	В комнате было много людей.	6	3463561
Bog je mrtav.Mi smo ga ubili.	Бог мёртв. Мы его убили.	6	935243
Cena ove knjige je pet dolara.	Цена этой книги — пять долларов.	6	4967500
Ceo šećer je pao na zemlju.	Весь сахар упал на землю.	6	898651
Crveno vino ide dobro uz meso.	Красное вино хорошо сочетается с мясом.	6	3244221
Da li biste želeli da govorite?	Хотели бы вы поговорить?	6	13394357
Da li biste želeli nešto drugo?	Хотели бы вы что-то другое?	6	13394363
Da li imaš neke natprirodne sposobnosti?	У тебя есть какие-нибудь сверхъестественные способности?	6	3412955
Da li je Meri prirodno plava?	Мэри - натуральная блондинка?	6	4246062
Da li je Nemačka iznad svega?	Германия превыше всего?	6	925349
Da li je ovo mesto zauzeto?	Это место занято?	6	7010400
Da li je ovo na latinskom?	Это на латинском?	6	3384501
Da li je ovo tvoj DVD?	Это твой DVD?	6	3291849
Da li je ovo tvoj auto?	Это твоя машина?	6	3425918
Da li je ovo tvoj bicikl?	Это твой велосипед?	6	3302922
Da li je ovo tvoj bickl?	Это твой велосипед?	6	3425919
Da li je ovo tvoj novac?	Это твои деньги?	6	3424530
Da li je ovo tvoja knjiga?	Это твоя книга?	6	3425917
Da li je to daleko odavde?	Это далеко отсюда?	6	3371629
Da li je to tvoj cilj?	Это твоя цель?	6	3424532
Da li je to tvoj kišobran?	Это твой зонт?	6	3304547
Da li je to tvoj kišobran?	Это твой зонтик?	6	3304547
Da li je tvoj konj crn?	Твоя лошадь чёрная?	6	3477982
Da li je tvoj konj crn?	Твой конь чёрный?	6	3477982
Da li me optužuješ za nešto?	Ты меня в чём-то обвиняешь?	6	3410294
Da li možete da zasmejete Toma?	Вы можете рассмешить Тома?	6	5024896
Da li sam ja plašljivi egoista?	Я трусливый эгоист?	6	3478649
Da li se interesujete za politiku?	Вы интересуетесь политикой?	6	908607
Da li si bio kod lekara?	Ты был у врача?	6	3365515
Da li si bio u Americi?	Ты был в Америке?	6	3425266
Da li si bio u Australji?	Ты был в Австралии?	6	3245505
Da li si bio u Rimu?	Ты был в Риме?	6	3365450
Da li si ikad video jednog?	Ты когда-нибудь такого видел?	6	5024883
Da li si ikada pao ispit?	Ты когда-нибудь заваливал экзамен?	6	4238428
Da li si kupio novi auto?	Ты купил новую машину?	6	3426509
Da li si kupio povratnu kartu?	Ты купил обратный билет?	6	3418560
Da li si nekada video NLO?	Ты видел когда-нибудь НЛО?	6	3425541
Da li si nekada video NLO?	Ты когда-нибудь видел НЛО?	6	3425541
Da li si ostavio otvoren prozor?	Ты оставил окно открытым?	6	3425265
Da li si slobodan danas popodne?	Ты сегодня после обеда свободен?	6	6359072
Da li si slobodan u utorak?	Ты свободен во вторник?	6	3425018
Da li si ti iz Amerike?	Ты из Америки?	6	3357128
Da li si video Toma besnog?	Ты видел Тома в ярости?	6	5843382
Da li si video ovaj film?	Ты видел этот фильм?	6	3288357
Da li si čitao Svetu Bibliju.	Ты читал Библию?	6	3243823
Da li su mi crvene uši?	У меня красные уши?	6	4324623
Da li su mi uši crvene?	У меня уши красные?	6	4324625
Da li su ovo tvoje torbe?	Это твои сумки?	6	4324649
Da li su ovo vaše torbe?	Это ваши сумки?	6	4324651
Da li su ti čiste ruke?	У тебя чистые руки?	6	3292435
Da li su to moje naočare?	Это мои очки?	6	4324642
Da li su to nove cipele?	Это новые туфли?	6	4324645
Da li su zrele ove banane?	Эти бананы спелые?	6	3250559
Da li svi vi govorite francuski?	Вы все говорите по-французски?	6	3395184
Da li svi vi govorite kineski?	Вы все говорите по-китайски?	6	3424977
Da li te je neko prevario?	Тебя кто-то обманул?	6	3535851
Da li ti se sviđaju filmovi?	Тебе нравятся фильмы?	6	3313447
Da li ti to meni govoriš?	Ты это мне говоришь?	6	3418559
Da li ti treba hitna pomoć?	Тебе нужна скорая помощь?	6	3366397
Da li tvoja žena dobro kuva?	Твоя жена хорошо готовит?	6	3418562
Da li vam se sviđa Moskva?	Вам нравится Москва?	6	3440838
Da li verujete u večni život?	Вы верите в вечную жизнь?	6	5909473
Da li veruješ u večni život?	Ты веришь в вечную жизнь?	6	5909475
Da li vidiš ko vozi automobil?	Ты видишь, кто за рулём автомобиля?	6	3456654
Da li znaš gde ja živim?	Ты знаешь, где я живу?	6	3438897
Daj mi malo vode, i požuri.	Дай мне немного воды, и побыстрее.	6	3243675
Danas je bio veoma težak dan.	Сегодня был очень тяжёлый день.	6	801407
Danas joj je prvi dan škole.	Сегодня у неё первый школьный день.	6	4250215
Deca su, naravno, bila kod mene.	Дети, конечно, были со мной.	6	3456632
Deca vole da se igraju napolju.	Дети любят играть на улице.	6	3484267
Deset je deset procenata od sto.	Десять - это десять процентов от ста.	6	4992529
Devojčice vole da se igraju kuće.	Девочки любят играть дома.	6	5034672
Dečko koga volim, ne voli mene.	Парень, которого я люблю, меня не любит.	6	3255002
Dečko koga volim, ne voli mene.	Парень, которого я люблю, не любит меня.	6	3255002
Dođi da nas gledaš kako igramo.	Приходи посмотреть, как мы играем.	6	3357530
Držite ovaj lek dalje od dece.	Держите это лекарство подальше от детей.	6	918515
Eva je dala Adamu jabuku znanja.	Ева дала Адаму яблоко познания.	6	5980147
Gde ima dima, ima i vatre.	Дыма без огня не бывает.	6	3414328
Gde ima dima, ima i vatre.	Нет дыма без огня.	6	3414328
Gde ima dima, ima i vatre.	Где дым, там и огонь.	6	3414328
Gde je dobro, tamo je domovina.	Где хорошо, там и родина.	6	5691371
Gde su sakrili svoju špijunsku opremu?	Где они спрятали своё шпионское снаряжение?	6	3370093
Govore da je ona bila bogata.	Говорят, она была богата.	6	3366864
Govore da je ona bila bogata.	Говорят, она была богатой.	6	3366864
Govore da je ona bila bogata.	Говорят, она была богатая.	6	3366864
Hajde da to čuvamo kao tajnu.	Давай держать это в тайне.	6	3298665
Hajde da to čuvamo kao tajnu.	Давай держать это в секрете.	6	3298665
Hoćeš li još soka od jabuke?	Хочешь ещё яблочного сока?	6	6567919
Hoćeš li mi dati malo vremena?	Ты дашь мне немного времени?	6	4246618
Hteo bih da popijem nešto toplo.	Я бы хотел выпить чего-нибудь горячего.	6	3358501
I ja želim da vidim okean.	И я хочу увидеть океан.	6	4246040
Ima komaraca čak i u Grčkoj.	Комары есть даже в Греции.	6	3296430
Ima li olovaka na pisaćem stolu?	На письменном столе есть карандаши?	6	3438849
Ima mnogo loših ljudi na svetu.	В мире много плохих людей.	6	4784506
Ima mnogo loših ljudi na svetu.	На свете много плохих людей.	6	4784506
Imam niski prag tolerancije na bol.	У меня низкий болевой порог.	6	3470789
Imamo devet osoba u mojoj porodici.	В моей семье девять человек.	6	3370998
Imamo dve ćerke i dva sina.	У меня две дочери и двое сыновей.	6	3334388
Imamo dve ćerke i dva sina.	У меня две дочери и два сына.	6	3334388
Ispostavilo se da je glasina lažna.	Слухи оказались ложными.	6	891420
Izaberi haljinu koja ti se sviđa.	Выбери платье, которое тебе нравится.	6	3390079
Izašli su rezultati ispita iz matematike!	Стали известны результаты экзамена по математике!	6	4238440
Između glave i tela je vrat.	Между головой и туловищем — шея.	6	3477869
Izvinite, ja sam izgubio moj nož.	Извините, я потерял мой нож.	6	3395231
Izvinite, ja sam izgubio moj nož.	Извините, я потерял свой нож.	6	3395231
Išao sam za Pariz sledećeg jutra.	На следующее утро я уехал в Париж.	6	3394586
Ja mislim da me ti razumeš.	Я думаю, что ты меня понимаешь.	6	3469793
Ja ne znam ko su oni.	Я не знаю, кто они такие.	6	6922062
Ja nikada nisam video crveni frižider.	Я никогда не видел красного холодильника.	6	3288348
Ja volim životinje. Imam dva psa.	Я люблю животных. У меня две собаки.	6	3535445
Ja živim na drugoj strani ulice.	Я живу на другой стороне улицы.	6	3424913
Januar je prvi mesec u kalendaru.	Январь - первый месяц в календаре.	6	3437266
Japan nije tako veliki kao Kanada.	Япония не такая большая, как Канада.	6	3365946
Japanci vole da putuju u grupi.	Японцы любят путешествовать группами.	6	3248300
Japanski ima nešto zajedničko sa Korejanskim.	Японский язык имеет что-то общее с корейским.	6	3311764
Jasno je da je on kriv.	Ясно, что он виноват.	6	3318243
Je li to da ili ne?	Это "да" или "нет"?	6	4324261
Jesi li ikad pojeo morskog ježa?	Ты когда-нибудь ел морского ежа?	6	6024226
Jesi li ikada video nešto ovako?	Ты когда-нибудь видел что-то подобное?	6	4240796
Jutros sam primio email od Toma.	Сегодня утром я получил электронное сообщение от Тома.	6	3430308
Jutros sam primio pismo od Toma.	Сегодня утром я получил письмо от Тома.	6	3430306
Juče sam čuo jednu lepu pesmu.	Вчера я слышал красивую песню.	6	3476388
Kad mačke nema, miševi kolo vode.	Кот за двери - мыши в пляс.	6	3256118
Kada Tom može da dođe kući?	Когда Том может прийти домой?	6	4259788
Kada si poslednji put otvorila torbu?	Когда ты последний раз открывала сумку?	6	3445834
Kada si počeo da pišeš pesme?	Когда ты начал писать песни?	6	4248765
Kada si započeo da učiš engleski?	Когда ты начал учить английский?	6	938947
Kada sledeći put ideš u Boston?	Когда ты в следующий раз поедешь в Бостон?	6	4449887
Kada ste poslednji put to uradili?	Когда вы последний раз это делали?	6	5894217
Kakav bi bio svet bez žena?	Каким был бы мир без женщин?	6	3242687
Kako se dogodila ova avionska nesreća?	Как произошла эта авиакатастрофа?	6	3256449
Kako si saznala gde je Tom?	Как ты узнала, где Том?	6	4246111
Kako si saznao gde je Tom?	Как ты узнал, где Том?	6	4246112
Kakva je hrana u tom restoranu?	Какая в том ресторане еда?	6	5039789
Kanada je zemlja-majka hokeja na ledu.	Канада - родина хоккея на льду.	6	4243222
Ken ima više knjiga od tebe.	У Кена больше книг, чем у тебя.	6	3311341
Ken je visok kao i Bil.	Кен такой же высокий, как и Билл.	6	3253120
Ko je napisao ovu knjigu? Džon.	Кто написал эту книгу? Джон.	6	3242742
Ko je tvoj omiljeni član porodice?	Кто у тебя любимый член семьи?	6	3534961
Ko je u vašoj kući gazda?	Кто у вас в доме хозяин?	6	6117854
Ko je čovek koji svira violinu?	Кто этот человек, играющий на скрипке?	6	3300815
Ko te je naučio da plešeš?	Кто научил тебя танцевать?	6	3245593
Koja je najduža reka na svetu?	Какая самая длинная река в мире?	6	3440733
Koji se jezici govore u Americi?	На каких языках говорят в Америке?	6	3331381
Koliko ljudi živi u tvom gradu?	Сколько людей живёт в твоём городе?	6	6167445
Koliko novca bi želeo da imaš?	Сколько денег ты хотел бы иметь?	6	3425267
Koliko puta si gledao taj fim?	Сколько раз ты видел этот фильм?	6	3265614
Koliko sati je sada u Londonu?	Сколько сейчас времени в Лондоне?	6	3365454
Koliko si dugo bio u Osaki?	Как долго ты был в Осаке?	6	3331285
Količina ništa ne govori o kvalitetu.	Количество ничего не говорит о качестве.	6	3368338
Kompjuter igra važnu ulogu pri učenju.	Компьютер играет важную роль во время учёбы.	6	879391
Koristim veliki lonac da napravim supu.	Я варю суп в большой кастрюле.	6	3394984
Kupio sam knjigu za 10 dolara.	Я купил книгу за десять долларов.	6	888572
Kupio sam nov šešir u prodavnici.	Я купил в магазине новую шляпу.	6	4790651
Kupio sam novi računar prošlog meseca.	Я купил новый компьютер в прошлом месяце.	6	3265623
Leti je veoma vruće u Tokiju.	Летом в Токио очень жарко.	6	3366152
Ljudi koji krše zakon bivaju kažnjeni.	Люди, которые нарушают закон, подлежат наказанию.	6	3331594
Ljudi su bili dobri prema meni.	Люди были добры ко мне.	6	4971941
Malo studenata može da čita Latinski.	Немногие из студентов могут читать по-латински.	6	3341498
Malo učenika može da razume Latinski.	Немногие ученики могут понять латынь.	6	3341500
Mama voli da jede glavu ribe.	Мама любит есть рыбьи головы.	6	4243480
Marija je odlučila da ga otruje.	Мария решила его отравить.	6	3499796
Marija zna napamet kineske klasične tekstove.	Мария наизусть знает классические китайские тексты.	6	3474311
Marija živi prilično daleko od škole.	Мария живёт достаточно далеко от школы.	6	3469664
Meni je prosto potrebna tvoja ljubav.	Мне просто нужна твоя любовь.	6	3359225
Meri je stavila prsten na prst.	Мария надела кольцо на палец.	6	4243549
Metak je prošao kroz njegovo telo.	Пуля прошла сквозь его тело.	6	6813509
Mi nikad nećemo da ih koristimo.	Мы никогда не будем ими пользоваться.	6	4264050
Mislila sam da si srećna ovde.	Я думала, что ты здесь счастлива.	6	5034751
Mislim da je Tom veoma pametan.	Я думаю, что Том очень умён.	6	5002792
Mislim da je Tom veoma pametan.	Я думаю, Том очень умный.	6	5002792
Mislim da je Tomu potrebna pomoć.	Думаю, Тому нужна помощь.	6	4975986
Mislim da je ona iz Austrije.	Думаю, она из Австрии.	6	6217705
Mislim da je to gubljenje vremena.	Я думаю, что это потеря времени.	6	3410517
Mislim da je to slatkovodna riba.	Я думаю, это пресноводная рыба.	6	3265329
Mislim da mi se sviđa Tom.	Думаю, Том мне нравится.	6	5034680
Mislim da si ti to uradio.	Я думаю, это ты сделал.	6	3424889
Mislim da će Tom reći "da".	Думаю, Том скажет да.	6	13395082
Mnogo je lepih parkova u Londonu.	В Лондоне много красивых парков.	6	3437481
Mnogo ljudi je došlo na koncert.	На концерт пришло много людей.	6	3363546
Mnogo sam naučio iz njegovih knjiga.	Я многому научился из его книг.	6	3430893
Mnogo ti hvala za ovu informaciju!	Большое тебе спасибо за эту информацию!	6	3535750
Mogu li da platim kreditnom karticom?	Я могу заплатить кредитной картой?	6	3371478
Mogu li da platim kreditnom karticom?	Я могу расплатиться кредитной картой?	6	3371478
Mogu li da pričam sa Bilom?	Я могу поговорить с Биллом?	6	3243494
Mogu li da trčim sa tobom?	Я могу побегать с тобой?	6	3418722
Mogu li da vidim Vaš pasoš?	Я могу увидеть Ваш паспорт?	6	901911
Moj brat je kupio nov televizor.	Мой брат купил новый телевизор.	6	4781419
Moj brat veoma liči na mene.	Мой брат очень похож на меня.	6	918888
Moj brat zatvara oči kada pije.	Мой брат закрывает глаза, когда пьёт.	6	3370930
Moj mali unuk vrlo glasno vrišti.	Мой маленький внук очень громко орёт.	6	3453823
Moj muž uvek čita u krevetu.	Мой муж всегда читает в кровати.	6	888821
Moj otac je popravio polomljenu stolicu.	Мой отец починил сломанный стул.	6	665177
Moj otac voli da svira gitaru.	Мой отец любит играть на гитаре.	6	3362092
Moj pas leži uz moje noge.	Моя собака лежит у моих ног.	6	3470199
Moj pas me liže po rukama.	Моя собака лижет мне руки.	6	3470203
Moj prijatelj živi u ovoj kući.	Мой друг живёт в этом доме.	6	3439099
Moj ujak mi je dao poklon.	Мой дядя подарил мне подарок.	6	3256199
Moja deca nemaju svoje lične sobe.	У моих детей нет своих собственных комнат.	6	4243497
Moja majka mrzi da piše pisma.	Моя мама ненавидит писать письма.	6	3313363
Moja sestra je bila lepa žena.	Моя сестра была красивой женщиной.	6	6169166
Moja sestra mi je otvorila vrata.	Моя сестра открыла мне дверь.	6	3244887
Moja sestra se igra sa lutkama.	Моя сестра играет в куклы.	6	800881
Moja tetka mi je dala cveće.	Моя тетя дала мне цветы.	6	3477634
Moji jedini prijatelji su moje pčele.	Мои единственные друзья - мои пчёлы.	6	5633770
Molim te mi daj komad pite.	Пожалуйста, дай мне кусок пирога.	6	3485382
Molim te, pošalji mi tvoju sliku.	Пожалуйста, пришли мне свою фотографию.	6	4782939
Moraš da odgovoriš na ova pitanja.	Ты должен ответить на эти вопросы.	6	3359673
Možeš da se osloniš na njega.	Можешь на него положиться.	6	3429973
Možeš li da jedeš sirove ostige?	Можно ли есть сырые устрицы?	6	3425703
Muka mi je od tvog cmizdrenja.	Я устал от твоего нытья.	6	5002867
Na tvom mestu uradio bih isto.	На твоём месте я бы сделал то же самое.	6	942388
Na ulici se igraju dvoje dece.	На улице играют двое детей.	6	715007
Napisao sam mnogo rečenica na esperantu.	Я написал много предложений на эсперанто.	6	3440626
Naša škola je stara 80 godina.	Нашей школе 80 лет.	6	2637056
Ne izlazi napolje posle zalaska sunca.	Не выходи на улицу после захода солнца.	6	3365491
Ne mogu da koristim ovu mašinu.	Я не могу пользоваться этой машиной.	6	3243989
Ne mogu da otvorim ovu flašu.	Я не могу открыть эту бутылку.	6	3340293
Ne mogu da zaboravim njene oči.	Я не могу забыть её глаза.	6	3290336
Ne mogu da čekam do ponedeljka.	Я не могу ждать до понедельника.	6	5024428
Ne mogu da živim bez televizora.	Я не могу жить без телевизора.	6	3371633
Ne radim to samo zbog para.	Я делаю это не только ради денег.	6	6905679
Ne sudi o knjizi po koricama.	Не суди о книге по обложке.	6	3256119
Ne sviđa mi se ovaj sat.	Мне не нравятся эти часы.	6	3248352
Ne volim da radim u banci.	Я не люблю работать в банке.	6	3286454
Ne znam gde je tvoja knjiga.	Я не знаю, где твоя книга.	6	5397787
Ne znam gde ti je knjiga.	Я не знаю, где у тебя книга.	6	5397786
Ne znam ko je taj čovek.	Я не знаю, кто тот человек.	6	3265726
Ne znam skoro ništa o tebi.	Я не знаю почти ничего о тебе.	6	4245942
Ne želim da idem u školu.	Я не хочу идти в школу.	6	3644139
Ne želim da igram ovu igru.	Я не хочу играть в эту игру.	6	3394910
Ne želim da izgledam kao Tom.	Я не хочу выглядеть, как Том.	6	5841799
Ne želim da me ljudi mrze.	Я не хочу, чтобы люди меня ненавидели.	6	3394932
Ne želim da ti uništim dan.	Я не хочу испортить тебе день.	6	5024412
Ne želim da to radim ovde.	Я не хочу делать это здесь.	6	3394968
Ne želim da to radim ovde.	Я не хочу заниматься этим здесь.	6	3394968
Ne želim da učestvujem u tome.	Я не хочу в этом участвовать.	6	3371755
Ne želim da živim sa tim.	Я не хочу с этим жить.	6	3394912
Ne želim ni meso ni ribu.	Не хочу ни мяса, ни рыбы.	6	3267837
Nekada je ovde bio veliki park.	Когда-то здесь был большой парк.	6	3243657
Nekoliko minuta kasnije je zazvonio telefon.	Несколькими минутами позже зазвонил телефон.	6	3287708
Nemam pojima o čemu ti pričaš.	Понятия не имею, о чём ты говоришь.	6	3297153
Nemam sina koji se zove Tom.	У меня нет сына по имени Том.	6	3386922
Nemam vremena, možeš li da požuriš?	У меня нет времени, ты можешь поторопиться?	6	3340737
Nemoj da loše misliš o meni.	Не думай обо мне плохо.	6	3357564
Nemoj da mi smetaš da učim.	Не мешай мне учить.	6	3356491
Nemojte da stavljate ruke kroz prozor.	Не суйте руки в окно.	6	3414781
Neverovatno je koliko sam bio slep!	Невероятно, насколько я был слеп!	6	3494401
Neću više govoriti Francuski sa tobom.	Я больше не буду говорить с тобой по-французски.	6	3278488
Ni sam ljuta ni na koga.	Я ни на кого не злюсь.	6	4972237
Nikad nije trebalo te da poslušam.	Не надо было мне тебя слушать.	6	5909454
Nikad nisam video Toma ovako zauzetog.	Я никогда не видел Тома таким занятым.	6	4644921
Nikad nisam video tako velikog kita.	Я никогда не видел такого большого кита.	6	3244025
Nikada nećeš znati, ako ne probaš.	Никогда не узнаешь, если не попробуешь.	6	3418709
Niko ne kuca na moja vrata.	Никто не стучит ко мне в дверь.	6	3296175
Niko ne može da zna sve.	Никто не может знать всё.	6	665368
Niko ne može da zna sve.	Никто не может знать всего.	6	665368
Niko ne zna njegovo pravo ime.	Никто не знает его настоящего имени.	6	3286258
Niko ne živi u ovoj kući.	В этом доме никто не живёт.	6	664827
Niko te nije pitao za mišljenje.	Твоего мнения никто не спрашивал.	6	6964404
Nisam imao pojma, šta da napišem.	Я понятия не имел, что мне написать.	6	5874038
Nisam te bio čuo da kucaš.	Я не слышал, как ты стучишь.	6	3395334
Nisam ti rekao da uradiš to.	Я не говорил тебе это делать.	6	4250601
Nisam ti rekla da uradiš to.	Я не говорила тебе это делать.	6	4250602
Nisam želeo da se ovo dogodi.	Я не хотел, чтобы это случилось.	6	3387038
Njegova žena mu je zakrpila košulju.	Его жена зашила ему рубашку.	6	714991
Norveška ima dosta starih praznih štala.	В Норвегии достаточно старых заброшенных конюшен и коровников.	6	3492511
Novi film bio je veoma uspešan.	Новый фильм имел большой успех.	6	5588854
Novčanik mi je ukraden u autobusu.	Мой кошелёк украли в автобусе.	6	4248497
Obično ne kupujem ništa sa interneta.	Я обычно ничего не покупаю через Интернет.	6	4986737
Objasni mi, molim te, pravila fudbala.	Пожалуйста, объясни мне правила футбола.	6	801027
Oktopod Pol je bio u pravu.	Осьминог Пауль был прав.	6	3438497
On ima mnogo knjiga o istoriji.	У него много книг по истории.	6	901395
On izgleda stariji od mog brata.	Он выглядит старше моего брата.	6	3648737
On je bio ispred svog vremena.	Он опередил своё время.	6	3571468
On je bio moj bliski prijatelj.	Он был моим близким другом.	6	3248322
On je jeo hleb i meso.	Он ел хлеб и мясо.	6	3440630
On je očistio sneg sa krova.	Он убрал снег с крыши.	6	3290783
On je veliki ljubitelj naučne fantastike.	Он большой любитель научной фантастики.	6	908419
On je zadovoljan sa svojim poslom.	Он доволен своей работой.	6	884951
On je zadubljen u učenje latinskog.	Он погружён в изучение латыни.	6	3384496
On je čovek s velikim iskustvom.	Он человек с большим опытом.	6	3499344
On mora kupiti novi bicikl sinu.	Он должен купить сыну новый велосипед.	6	5596447
On pije mnogo mleka svaki dan.	Он пьет много молока каждый день.	6	3276413
On se razlikovao od drugih dečaka.	Он отличался от других мальчиков.	6	3535854
On stalno gubi njegov mobilni telefon.	Он постоянно теряет свой мобильный телефон.	6	938954
On ustaje u sedam i deset.	Он встаёт в семь-десять.	6	3370877
On voli da peva popularne pesme.	Он любит петь популярные песни.	6	3244321
On voli sve što je slatko.	Он любит всё сладкое.	6	938347
On zatvara vrata i zaključava ih.	Он закрывает дверь и запирает её на ключ.	6	3473447
On zna imena svih svojih mušterija.	Он знает имена всех своих клиентов.	6	4238251
Ona govori engleski, takođe i francuski.	Она говорит по-английски, а также и по-французски.	6	1183296
Ona ima mačku. Mačka je bela.	У неё есть кошка. Кошка белая.	6	3307054
Ona je bila popularnija u gradu.	Она была популярна в городе.	6	3365442
Ona je bila veoma ambiciozna žena.	Она была очень амбициозной женщиной.	6	2708806
Ona je starija od dve sestre.	Она старшая из двух сестёр.	6	3478102
Ona neće da priča sa njim.	Она не будет с ним разговаривать.	6	3355818
Ona popije flašu mleka svako jutro.	Она выпивает бутылку молока каждое утро.	6	3366871
Ona popije flašu mleka svako jutro.	Каждое утро она выпивает бутылку молока.	6	3366871
Ona voli Toma, a ne mene.	Она любит Тома, а не меня.	6	3393840
Oni stalno zaboravljaju da plate račune.	Они постоянно забывают оплачивать счета.	6	3360419
Oni su bili članovi srednje klase.	Они принадлежали к среднему классу.	6	4967449
Oni su plivali u ovom jezeru.	Они плавали в этом озере.	6	5405469
Oni će znati šta da rade.	Они будут знать, что делать.	6	4292234
Otac mi je kupio novi bicikl.	Отец купил мне новый велосипед.	6	3438832
Otkazao je sastanak u poslednjem trenutku.	Он отменил встречу в последний момент.	6	6966961
Otkrili smo veliku grešku u sistemu.	Мы обнаружили большую ошибку в системе.	6	5993436
Ova je knjiga popularna među studentima.	Эта книга популярна среди студентов.	6	3402678
Ova knjiga je štampana u Engleskoj.	Эта книга напечатана в Англии.	6	3535747
Ova knjiga mi je veoma važna.	Эта книга для меня очень важна.	6	3351340
Ova knjiga mi se najmanje sviđa.	Эта книга мне меньше всего нравится.	6	4248679
Ova kuća je izgrađena od kamena.	Этот дом построен из камня.	6	3362141
Ova stolica je napravljena od plastike.	Этот стул сделан из пластика.	6	3438847
Ovaj fenomen je veoma lako objasniti.	Этот феномен очень легко объяснить.	6	3391620
Ovaj sat je jeftiniji od tog.	Эти часы дешевле, чем те.	6	715033
Ovi paraziti se razmnožavaju u krvi.	Эти паразиты размножаются в крови.	6	3359209
Ovi paraziti se razmnožavaju zaista brzo.	Эти паразиты очень быстро размножаются.	6	3359198
Ovo je bio njen prvi posao.	Это была её первая работа.	6	3494404
Očekujemo da će danas padati kiša.	Мы ожидаем, что сегодня пойдёт дождь.	6	5398739
Oženjen sam i imam dvoje dece.	Я женат, и у меня двое детей.	6	3364063
Pa šta ako je to tačno?	А что, если это правда?	6	5029104
Peške ili biciklom ideš u školu?	Ты ходишь в школу пешком или ездишь на велосипеде?	6	5596942
Pitam se čija je ovo rečenica.	Интересно, чьё это предложение.	6	6159455
Planina je pokrivena snegom cele godine.	Гора покрыта снегом круглый год?	6	3264409
Planiraš da sve to pojedeš sam?	Ты планируешь сам всё это съесть?	6	5843302
Pokazaćemo vam kako da upecate ribu.	Мы покажем вам, как поймать рыбу.	6	4243534
Pokušao sam da pričam sa tobom.	Я пытался с тобой поговорить.	6	3410494
Pomogli smo Tomu da nađe posao.	Мы помогли Тому найти работу.	6	13395131
Postoji mnogo loših ljudi na svetu.	На свете есть много плохих людей.	6	3244883
Postoji mnogo loših ljudi na svetu.	На свете много плохих людей.	6	3244883
Požuri, inače ćeš da propustiš avion.	Поспеши, а то опоздаешь на самолёт.	6	3356007
Prelepa plavuša sunčala se na plaži.	Красивая блондинка загорала на пляже.	6	4238267
Prevedite ovo na engleski, molim vas.	Переведите это на английский, пожалуйста.	6	4248101
Primetio sam da nema mog auta.	Я заметил, что моей машины нет.	6	3394608
Pronašao sam to u jednoj knjizi.	Я это нашёл в одной книге.	6	3283888
Prvo želim da ti pokažem nešto.	Сначала я хочу кое-что тебе показать.	6	4249122
Rat je počeo tri godine kasnije.	Война началась три года спустя.	6	884910
Rekao sam mu šta da radi.	Я сказал ему, что делать.	6	3303837
Sigurna sam da si im potrebna.	Я уверена, что ты им нужна.	6	4972276
Slučajno sam je sreo na ulici.	Я случайно встретил ее на улице.	6	3265632
Stariji ljudi se često boje promene.	Старые люди часто боятся перемен.	6	665185
Sutra ću biti kući ceo dan.	Завтра я весь день буду дома.	6	5843358
Sutra ću biti kući ceo dan.	Завтра я целый день буду дома.	6	5843358
Sve je bila jedna velika laž.	Всё было одной большой ложью.	6	4324324
Svet ne postoji samo zbog tebe.	Мир существует не только из-за тебя.	6	3371543
Svi kažu da ličim na tatu.	Все говорят, что я похож на папу.	6	5993490
Svi kažu da ličim na tatu.	Все говорят, что я похожа на папу.	6	5993490
Svi verovatno misle da sam lud.	Все вероятно думают, что я сумасшедший.	6	3364575
Svi znaju da ne volim Toma.	Все знают, что я не люблю Тома.	6	5035354
Sviđa mi se kad je hladno.	Я люблю, когда холодно.	6	2926255
Sviđa mi se norveški kozji sir.	Мне нравится норвежский козий сыр.	6	3477956
Sviđa mi se šta si napisala.	Мне нравится то, что ты написала.	6	4248727
Sviđa mi se šta si napisao.	Мне нравится то, что ты написал.	6	4248726
Ta greška ga je koštala glave.	Та ошибка стоила ему головы.	6	3306752
Ta reka izlgeda plitko, zar ne?	Та река кажется мелкой, да?	6	4249164
Tamo je bilo više stotina ljudi.	Там было больше сотни людей.	6	893238
Tata mi je kupio novi bicikl.	Папа купил мне новый велосипед.	6	801016
Ti ništa o meni ne znaš.	Ты не знаешь обо мне ничего.	6	5650885
Ti si velika ljubav mog života.	Ты - большая любовь моей жизни.	6	5909309
To izgleda kao Latinski, ali nije.	Это похоже на латынь, но это не она.	6	3341499
To je bio samo delimičan uspeh.	Это был только частичный успех.	6	5588850
To je moj posao, ne Tomov.	Это моя работа, а не Тома.	6	5024449
To je moj problem, ne tvoj.	Это моя проблема, а не твоя.	6	4246863
