sr	ru	words	top2000	sr_id
Tom ne zna da vozi auto.	Том не умеет водить автомобиль.	6	1	3440814
Tom neće znati da sam ovde.	Том не узнает, что я здесь.	6	1	4975921
Tom nije bio ovde u ponedeljak.	Тома не было здесь в понедельник.	6	0	8841773
Tom nije bio spreman da umre.	Том не был готов умереть.	6	1	3368355
Tom nije glasao na poslednjim izborima.	Том не голосовал на последних выборах.	6	0	13693197
Tom nije imao šta da izgubi.	Тому было нечего терять.	6	0	5043546
Tom od detinjstva živi u Njujorku.	Том с детства живёт в Нью-Йорке.	6	0	7035782
Tom pije samo kafu bez kofeina.	Том пьёт только кофе без кофеина.	6	0	6540687
Tom pije samo kafu bez kofeina.	Том пьёт только декофеинизированное кофе.	6	0	6540687
Tom radi od devet do pet.	Том работает с девяти до пяти.	6	1	3438496
Tom samo što je bio ovde.	Том только что был здесь.	6	1	4247117
Tom se igra sa svojim sinom.	Том играет со своим сыном.	6	0	3304892
Tom se uopšte ne plaši zmija.	Том вообще не боится змей.	6	0	3364114
Tom uskoro dolazi ovde iz Australije.	Том скоро приедет сюда из Австралии.	6	0	3438453
Tom zna imena svih svojih mušterija.	Том знает имена всех своих клиентов.	6	0	4790634
Tom zna imena svih svojih mušterija.	Том знает имена всех своих покупателей.	6	0	4790634
Tom zna imena svih svojih mušterija.	Том знает имена всех своих заказчиков.	6	0	4790634
Tom zna šta mu se sviđa.	Том знает, что ему нравится.	6	1	5043522
Tom će dati otkaz u ponedeljak.	Том даст ответ в понедельник.	6	0	5043486
Tom će se uskoro vratiti kući.	Том скоро вернётся домой.	6	1	3438458
Tom čita Bibliju po ceo dan.	Том читает Библию целыми днями.	6	0	4248684
Tom čita Bibliju po ceo dan.	Том читает Библию весь день.	6	0	4248684
Tom želi da radi sa mnom.	Том хочет со мной работать.	6	1	8869748
Tomas ne zna kako se zovem.	Томас не знает, как меня зовут.	6	0	3391260
Tome, potrebna mi je tvoja pomoć.	Том, мне нужна твоя помощь.	6	1	3438537
Tomo, moramo uzeti taksi do stanice.	Том, мы должны взять такси до станции.	6	0	6391908
Tomov auto ima sto konjskih snaga.	В машине Тома сто лошадиных сил.	6	0	6475381
Tomu je otac kupio stari moped.	Отец купил Тому старый мопед.	6	0	3469811
Treba da misliš na svoje zdravlje.	Тебе нужно думать о своём здоровье.	6	0	5603416
Treba mi soba za dve osobe.	Мне нужна комната на две персоны.	6	0	3437269
Treba mi soba za dve osobe.	Мне нужен номер на две персоны.	6	0	3437269
Tri puta sam bio u Kjotou.	Я три раза был в Киото.	6	0	3253739
Tri četvrtine površine Zemlje je voda.	Вода занимает три четверти поверхности Земли.	6	0	3262896
Tvoj bicikl je bolji od mog.	Твой велосипед больше моего.	6	0	3419209
Tvoj tata je bio u pravu.	Твой папа был прав.	6	1	7037795
Tvoja knjiga je na pisaćem stolu.	Твоя книга на письменном столе.	6	0	3425256
Tvoja knjiga je na pisaćem stolu.	Твоя книга лежит на письменном столе.	6	0	3425256
Tvoja knjiga je u mojoj kancelariji.	Твоя книга в моём офисе.	6	0	6905695
Tvoja olovka je bolja od moje.	Твой карандаш больше, чем мой.	6	0	3425248
Tvoja žena je ljuta na tebe.	Твоя жена на тебя сердится.	6	0	3418564
Tvoja žena je ljuta na tebe.	Твоя жена на тебя злится.	6	0	3418564
Tvoji problemi se ne tiču mene.	Твои проблемы ко мне не относятся.	6	0	1676111
U Bostonu me niko ne zna.	В Бостоне меня никто не знает.	6	0	5002904
U mojoj bašti ima mnogo voćki.	В моём саду много фруктовых деревьев.	6	0	3438783
U mom početku je moj kraj.	В моём начале есть мой конец.	6	0	5848408
U našem Institutu su najbolji predavači.	В нашем институте самые лучшие преподаватели.	6	0	1111666
U našoj školi je mnogo učionica.	В нашей школе много учебных кабинетов.	6	0	1657958
U njihovom vrtu je dvadesetak lipa.	У них в саду два десятка лип.	6	0	1505727
U ovoj kući živi mnogo ljudi.	В этом доме живёт много людей.	6	1	1573431
U pustinjama vrlo retko pada sneg.	В пустынях снег идёт очень редко.	6	0	3715086
U čemu mogu da vam pomognem?	Чем могу Вам помочь?	6	1	1178228
U četvrtak uveče pivo je besplatno.	В четверг вечером пиво бесплатное.	6	0	1171681
Ubrzo posle incidenta stigla je policija.	Вскоре после происшествия приехала полиция.	6	0	1111652
Ukrao je veoma dragocen dijamantski prsten.	Он украл очень ценное кольцо с алмазом.	6	0	4250227
Ultravioletni zraci su opasni za nas.	Ультрафиолетовые лучи опасны для нас.	6	0	1124620
Upao sam u pljusak i pokisao.	Я попал под дождь и промок.	6	0	1135343
Uspeh je došao polako, ne odjednom.	Успех пришёл медленно, не сразу.	6	0	5588867
Uspeh znači puno novca, zar ne?	Успех значит много денег, не так ли?	6	0	6148796
Uvek držim prozor otvorenim dok spavam.	Я всегда держу окно открытым, когда сплю.	6	0	5028570
Uvek govori o vladi sa prezirom.	Всегда говори о власти с презрением.	6	0	1045872
Uvek mi telefoniraš iz njene kuće.	Ты всегда звонишь мне из ее дома.	6	0	1484538
Uvek sam želeo da te upoznam.	Я всегда хотел с тобой познакомиться.	6	0	3365503
Učim francuski svakog dana posle večere.	Каждый день после ужина я учу французский.	6	0	3435319
Učim francuski svakog dana posle večere.	Я каждый день после ужина учу французский.	6	0	3435319
Učinila je to na moju molbu.	Она сделала это по моей просьбе.	6	0	6914804
Vavilon je glavni grad antičke Vavilonije.	Вавилон — столица античной Вавилонии.	6	0	4116531
Vaša imena su Tom i Ken.	Ваши имена - Том и Кен.	6	0	3243832
Veoma volim ovaj stari deo grada.	Я очень люблю эту старую часть города.	6	1	3476265
Verovatno nikad više neću koristiti ovo.	Видимо, я никогда больше не буду этим пользоваться.	6	0	5035386
Većina kuća je bila potpuno uništena.	Большинство домов было полностью уничтожено.	6	0	6361130
Vi biste mogli biti u pravu.	Вы могли бы быть правы.	6	1	1127176
Vidiš, on je dobar igrač bejzbola.	Видишь, он хороший бейсболист.	6	0	884824
Vijetnam je nekada bio francuska kolonija.	Вьетнам когда-то был французской колонией.	6	0	1643297
Više ne želim da te vidim.	Я больше не хочу тебя видеть.	6	1	5397795
Više nema riba u ovoj reci.	В этой реке больше нет рыбы.	6	0	3311582
Voda ključa na sto stepeni Celzijusa.	Вода кипит при 100 градусах Цельсия.	6	0	4248495
Voda u bunaru je bila ledena.	Вода в колодце была ледяная.	6	0	3304814
Voli da od muve pravi slona.	Он любит делать из мухи слона.	6	0	6951329
Voli i radi šta ti hoćeš.	Люби и делай, что ты хочешь.	6	1	1648274
Volim da dobijam pisma od prijatelja.	Я люблю получать письма от друзей.	6	0	3440680
Volim da spavam na mekom krevetu.	Я люблю спать на мягкой кровати.	6	0	3333629
Volim da te gledam dok plešeš.	Я люблю смотреть, как ты танцуешь.	6	0	5035287
Volim da vas gledam dok igrate.	Я люблю смотреть, как вы играете.	6	0	6368507
Volim da vas gledam kako igrate.	Я люблю смотреть, как вы играете.	6	0	5035294
Vozovi u Srbiji su užasno spori.	Поезда в Сербии ужасно медленные.	6	0	396692
Vreme je danas gore nego juče.	Погода сегодня хуже, чем вчера.	6	1	1046015
Vreme nema kraj. Ono je beskrajno.	У времени нет конца. Оно бесконечно.	6	0	1521254
YouTube video materijali su vrlo besmisleni.	Видеоролики на YouTube довольно бессмысленны.	6	0	6877148
Za baterije treba dopunski da platite.	За батареи надо дополнительно заплатить.	6	0	1676114
Za što ti je potreban novac?	Для чего тебе деньги?	6	1	1627576
Zaista mi se sviđa vaša muzika.	Мне правда нравится ваша музыка.	6	0	5034810
Zapravo sam odlučio da uradim to.	Вообще-то я решил сделать это.	6	1	8823145
Zar je Tom ponovo slomio nešto?	Опять Том что-то разбил?	6	0	5847143
Zar je Tom ponovo slomio nešto?	Неужели Том снова что-то сломал?	6	0	5847143
Zašro ne pitaju njega za savet?	Почему они не спросят у него совета?	6	0	3285289
Zašto dijamanti koštaju više od vode?	Почему алмазы стоят дороже воды?	6	0	3358439
Zašto dijamanti koštaju više od vode?	Почему алмазы ценятся выше воды?	6	0	3358439
Zašto ne možemo da kažemo Tomu?	Почему мы не можем сказать Тому?	6	0	4253533
Zašto si ofarbao klupu u crveno?	Зачем ты покрасил скамейку в красный цвет?	6	0	3263577
Zašto ti treba tako puno cipela?	Зачем тебе столько обуви?	6	0	4237980
Zašto želiš da budeš medicinska sestra?	Почему ты хочешь быть медсестрой?	6	0	3245538
Zašto želiš da pričaš sa mnom?	Почему ты хочешь со мной поговорить?	6	1	3360338
Zašto životinje ne mogu da govore?	Почему животные не умеют разговаривать?	6	1	6856808
Zašto životinje ne mogu da govore?	Почему животные не умеют говорить?	6	1	6856808
Zbog lošeg vremena, avion je kasnio.	Самолёт опоздал из-за плохой погоды.	6	0	5919385
Zemlja je u teškom ekonomskom stanju.	Страна находится в тяжелом экономическом положении.	6	0	1367985
Zima je moje omiljeno godišnje doba.	Зима — моё любимое время года.	6	0	3248380
Zlato je daleko teže od vode.	Золото намного тяжелее воды.	6	0	3366593
Zlato je mnogo teže od vode.	Золото намного тяжелее воды.	6	0	3311467
Zna li neko gde je Tom?	Кто-нибудь знает, где Том?	6	1	3435501
Znala sam da ste pročitali pismo.	Я знала, что вы прочитали письмо.	6	0	1299987
Znam tačno šta treba da radim.	Я точно знаю, что мне нужно делать.	6	1	4256584
Znao sam kako se Tom osećao.	Я знал, как Том себя чувствовал.	6	0	8880134
Znaš li kog je Tom ubio?	Ты знаешь, кого убил Том?	6	1	4971836
Znaš li koga je Tom ubio?	Ты знаешь, кого убил Том?	6	1	4971835
Znaš li šta muškarci potajno žele?	Знаешь, чего втайне хотят мужчины?	6	0	3494425
Znaš li šta znači ova rečenica?	Ты знаешь, что означает это предложение?	6	0	4249171
Čaj je prejak. Dospi malo vode.	Чай слишком крепкий. Долей немного воды.	6	0	3434478
Čak i najveće zlo vodi dobru.	Даже самое большое зло ведёт к добру.	6	0	1139272
Čelik je elastičan ali gvožđe ne.	Сталь эластична, а железо - нет.	6	0	1054436
Četiri oka vide bolje od dva.	Четыре глаза видят лучше, чем два.	6	0	3430971
Čija je knjiga na pisaćem stolu?	Чья это книга на письменном столе?	6	0	3281746
Čovek se uči dok je živ.	Человек всю жизнь учится.	6	0	6895778
Čula sam da ne jedeš meso.	Я слышала, что ты не ешь мясо.	6	0	4250425
Čuo sam da ne jedeš meso.	Я слышал, что ты не ешь мясо.	6	0	4250424
Čuo sam da ne jedeš meso.	Я слышал, ты не ешь мясо.	6	0	4250424
Šerif vas čeka u svojoj kancelariji.	Шериф ждёт вас в своём кабинете.	6	0	3455069
Šećer se topi u toploj kafi.	Сахар растворяется в горячем кофе.	6	0	3263552
Šta biste hteli da radite sutra?	Что бы вы хотели сегодня сделать?	6	1	1080577
Šta ide brže, brod ili voz?	Что движется быстрее, корабль или поезд?	6	1	3245154
Šta je to što želiš, Tome?	Это то, что ты хочешь, Том?	6	1	3394969
Šta je to što želiš, Tome?	Это то, чего ты хочешь, Том?	6	1	3394969
Šta je veće, Sunce ili Zemlja?	Что больше: Солнце или Земля?	6	1	890854
Šta kažeš na malo čokoladnog sira?	Как насчёт шоколадного сыра?	6	0	414145
Šta misliš, šta znači ova rečenica?	Как ты думаешь, что значит это предложение?	6	0	4249168
Šta nije u redu s tobom?	Что с тобой не так?	6	1	3418548
Šta planiraš da radiš ovog leta?	Что ты планируешь делать этим летом?	6	0	4238339
Šta planiraš da radiš ovog leta?	Чем ты планируешь заниматься этим летом?	6	0	4238339
Šta si danas pojeo za užinu?	Что ты сегодня ел на полдник?	6	0	3387237
Šta si jeo? Ribu ili meso?	Что ты ел? Рыбу или мясо?	6	0	3390917
Šta si rekao? Ne čujem te.	Что ты сказал? Я тебя не слышу.	6	1	12960162
Šta ti misliš da sam radio?	Что, ты думаешь, я делал?	6	1	3644372
Šta ti misliš o otvorenom odnosu?	Что ты думаешь об открытых отношениях?	6	0	3531397
Šta vam se najviše dopalo usput?	Что вам больше всего понравилось в пути?	6	0	5842424
Šta više voliš, fiziku ili hemiju?	Что ты больше любишь, физику или химию?	6	0	3244062
Šta ćeš da radiš ovog leta?	Чем ты будешь заниматься этим летом?	6	0	4238340
Šta ćeš da radiš u petak?	Что ты будешь делать в пятницу?	6	0	3439296
Šta želiš da budeš kada porasteš?	Кем ты хочешь стать, когда вырастешь?	6	0	3267224
Šta želiš da uradim za tebe?	Что ты хочешь, чтобы я для тебя сделал?	6	1	4783036
Šta želiš da uradim za tebe?	Что ты хочешь, чтобы я для тебя сделала?	6	1	4783036
Što je moje, to je dobro.	Что моё, то хорошо.	6	1	1102242
Šuma je zimi bela i tiha.	Лес зимой белый и тихий.	6	0	3373224
Žao mi je, nisam zapamtio ime.	К сожалению, я не запомнил имени.	6	0	5944884
Želim da naučim još jedan jezik.	Я хочу выучить ещё один язык.	6	0	3473642
Želite li da posetite Crnu Goru?	Вы хотите посетить Черногорию?	6	0	1214565
Živim u Kanadi gotovo pet godina.	Я живу в Канаде почти пять лет.	6	0	799312
Život je smrtna seksualno prenosiva bolest.	Жизнь - смертельная болезнь, передающаяся половым путем.	6	0	3256215
Ako želiš mir, pripremi se za rat.	Хочешь мира, готовься к войне.	7	0	6955763
Baš bih voleo da radim od kuće.	Мне бы очень хотелось работать удалённо.	7	1	11074707
Bergen je drugi najveći grad u Norveškoj.	Берген - второй по величине город в Норвегии.	7	0	3387060
Bez oklevanja on mi je dostavio dokument.	Без промедления он предоставил мне документ.	7	0	1055003
Bil je dve godine mlađi od mene.	Билл на два года младше меня.	7	0	6975723
Bil je dve godine mlađi od mene.	Билл на два года моложе меня.	7	0	6975723
Bil je zamenio Džima u ulozi kapetana.	Бил заменил Джима в роли капитана.	7	0	1097798
Bog je mrtav.Mi smo ga ubili.	Бог мёртв. Мы его убили.	7	1	935243
Bolje je poslušno jaje, nego neposlušni bik.	Лучше послушное яйцо, чем непослушный бык.	7	0	1511354
Buš je bio sledeći predsednik posle Regana.	Буш был следующим президентом после Рейгана.	7	0	1135333
Da li je naše vreme zaista naše?	Является ли наше время действительно нашим?	7	1	1521237
Da li je on izgubio obe ruke?	Он потерял обе руки?	7	1	3290357
Da li je ovo pastuv ili kobila?	Это жеребец или кобыла?	7	0	3434471
Da li je ovo rečnik koji tražiš?	Это тот словарь, который ты ищешь?	7	0	3391996
Da li je to ono što želite?	Это то, что вы хотите?	7	1	5778835
Da li je tvoja majka kod kuće?	Твоя мама дома?	7	1	3368158
Da li je vaš otac već stigao?	Ваш отец уже прибыл?	7	1	10001901
Da li je vreme da idemo kući?	Нам пора идти домой?	7	1	1189052
Da li neko zna gde je Tom?	Кто-нибудь знает, где Том?	7	1	4262027
Da li on zna šta vi radite?	Он знает, что вы делаете?	7	1	1541673
Da li poznajete nekog čarobnjaka ili čarobnicu?	Вы знакомы с каким-нибудь волшебником или волшебницей?	7	0	1200618
Da li poznajete nekog čarobnjaka ili čarobnicu?	Вы знаете какого-нибудь волшебника или волшебницу?	7	0	1200618
Da li se Tomu dopao tvoj dizajn?	Тому понравился твой дизайн?	7	0	8841750
Da li si ikada probao japansku hranu?	Ты когда-нибудь пробовал японскую еду?	7	0	3384606
Da li si juče išao u bioskop?	Ты вчера ходил в кино?	7	0	3298554
Da li si kupio hranu za mačke?	Ты купил еду для кошек?	7	0	4644961
Da li si kupio hranu za mačke?	Ты купил корм для кошек?	7	0	4644961
Da li si nekada video leteći tanjir?	Ты когда-нибудь видел летающую тарелку?	7	0	3425539
Da li si ti muškarac ili žena?	Ты мужчина или женщина?	7	1	2925882
Da li ste ovde učitelj ili učenik?	Вы здесь учитель или ученик?	7	0	1102239
Da li ste već bili u Kjotu?	Вы уже были в Киото?	7	0	1134264
Da li ste vi nekada videli samovar?	Вы когда-нибудь видели самовар?	7	0	3474677
Da li ste vi preveli tu knjigu?	Вы перевели ту книгу?	7	0	4116542
Da li te mogu dodati na Fejsbuku?	Можно я добавлю тебя в Фейсбуке?	7	0	3795179
Da li ti je ovo prvi ispit?	Это твой первый экзамен?	7	0	4250208
Da li Tom često ide u Boston?	Том часто ездит в Бостон?	7	0	8823837
Da li Tom često pešači do kuće?	Том часто ходит домой пешком?	7	0	8829887
Da li tvoja deca imaju svoje sobe?	У твоих детей есть свои комнаты?	7	1	4243496
Da li vas mogu vidjeti u ponedeljak?	Я могу увидеть вас в понедельник?	7	0	1085255
Da li Vi imate vremena sutra poslepodne?	У Вас будет время завтра после обеда?	7	0	894072
Da li više voliš čaj ili kafu?	Ты больше любишь чай или кофе?	7	1	3430848
Da li zaista mislite da sam sebičan?	Вы правда думаете, что я эгоист?	7	0	5035482
Da li znaš šta znači ova rečenica?	Ты знаешь, что означает это предложение?	7	0	4249170
Da li često pada kiša u Nemačkoj?	В Германии часто идёт дождь?	7	0	3440710
Daj mi malo vode, i to brzo!	Дай мне немного воды, и побыстрее!	7	1	3415065
Danas smo čuli priču o izdvajanju biogasa.	Нам сегодня рассказали историю про извлечение биогаза.	7	0	398473
Danas u mom gradu pada gust sneg.	Сегодня у нас в городе идёт густой снег.	7	0	3715053
Dao joj je sve što je tražila.	Он дал ей все, что она просила.	7	1	3425892
Delovao si glupo i platićeš za to.	Ты действовал глупо и заплатишь за это.	7	0	1153337
Dok sneg pada u parku je hladno.	Пока идёт снег, в парке холодно.	7	0	3715076
Dopadaju mi se ljudi koji se šale.	Мне нравятся люди с юмором.	7	0	1266660
Drago mi je da te opet vidim.	Рад снова тебя видеть.	7	1	6196058
Drago mi je da te opet vidim.	Я рад снова тебя видеть.	7	1	6196057
Drago mi je da vas opet vidim.	Я рад вас видеть снова.	7	1	6960911
Drago mi je da vas opet vidim.	Я рад снова Вас видеть.	7	1	6960911
Drago mi je što si mi prijatelj.	Я рад, что ты мой друг.	7	1	8822171
Drago mi je što te vidim ponovo.	Я рад снова тебя видеть.	7	1	6196059
Dva dečaka počeli su okrivljavati jedan drugog.	Два мальчика начали обвинять друг друга.	7	0	1053138
Francuska zastava je plava, bela i crvena.	Флаг Франции сине-бело-красный.	7	0	1474322
Gde si kupila ovaj lak za nokte?	Где ты купила этот лак для ногтей?	7	0	6818438
Gospodin Hirose predaje ovim studentima englesku gramatiku.	Господин Хиросе преподает этим студентам грамматику английского языка.	7	0	1069781
Gospodin Smit ne govori engleski, zar ne?	Господин Смит не говорит по-английски, не так ли?	7	0	1054873
Govore da je to jedan interesantan film.	Говорят, что это интересный фильм.	7	0	3296209
Govori li on engleski, francuski ili nemački?	Говорит ли он на английском, французском или немецком?	7	0	1060933
Govori se da ona rođena u Nemačkoj.	Говорят, что она родилась в Германии.	7	0	3439207
Govori šta hoćeš, ja neću promeniti mišljenje.	Говори что хочешь, я не передумаю.	7	0	1091373
Govori šta hoćeš, ja neću promeniti mišljenje.	Говори что хочешь, я не изменю своё мнение.	7	0	1091373
Granice moga jezika su granice moga sveta.	Границы моего языка — границы моего мира.	7	0	1159959
Hajdemo na železničku stanicu da kupimo karte.	Пойдём на железнодорожный вокзал и купим билеты.	7	0	6882615
Hajdemo na želežničku stanicu da kupimo karte.	Пойдём на железнодорожный вокзал и купим билеты.	7	0	3650883
Hej, mi smo Norvežani! Mi uvek kasnimo.	Эй, мы норвежцы! Мы всегда опаздываем.	7	0	3473441
Higsov bozon se zove još Božja čestica.	Бозон Хиггса ещё называют частицей Бога.	7	0	1153969
Hladno vreme je ofarbalo lišće u crveno.	Холодная погода окрасила листья в красный цвет.	7	0	885969
Hoćeš li da idemo na utakmicu zajedno?	Хочешь, мы пойдем на матч вместе?	7	0	1091393
Hoću kući. Ja imam ženu i decu.	Я хочу домой. У меня жена и дети.	7	1	6864647
Hteo bih da se sretnem sa njom.	Я хотел бы встретиться с ней.	7	0	1124626
I živeli su srećno do kraja života.	И жили они счастливо до конца жизни.	7	1	3254989
Igrao sam tenis kada sam bio student.	Я играл в теннис, когда был студентом.	7	0	3313765
Ima li ovde nekog ko govori esperanto?	Здесь есть кто-нибудь, кто говорит на эсперанто?	7	0	3479637
Imam dosta vremena, ali mi nedostaje novac.	У меня много времени, но недостаточно денег.	7	1	3455063
Imam isti rečnik ako i tvoj brat.	У меня такой же словарь, как и у твоего брата.	7	0	3334422
Imam mnogo problema koje moram da rešim.	У меня много проблем, которые мне нужно решить.	7	0	3485396
Interesantno, zbog čega se ona tako uznemirava.	Интересно, почему она так беспокоится.	7	0	1098608
Isplatio sam dug i osećam se spokojno.	Я выплатил долг и чувствую себя спокойно.	7	0	1228545
Ispred moje kuće je bilo veliko drvo.	Перед моим домом росло большое дерево.	7	0	3419171
Istorija vremena je naša istorija, zar ne?	История времени - это наша история, не так ли?	7	0	1521244
Iz restorana se može videti ceo park.	Из ресторана можно видеть весь парк.	7	0	1112034
Izvini što sam zaboravio. Danas sam nikakav.	Извини, что я забыл. Я сегодня совсем никакой.	7	0	396717
Ja bih hteo da to pokažem vama.	Я бы хотел показать это вам.	7	1	1178173
Ja još uvek nisam završio sa govorom.	Я ещё не закончил говорить.	7	0	6967209
Ja mogu da trćim brže nego Ken.	Я могу бежать быстрее, чем Кен.	7	0	1185034
Ja mogu da trćim brže nego Ken.	Я бегаю быстрее, чем Кен.	7	0	1185034
Ja moram da vas zamolim za oproštaj.	Я должен попросить у вас прощения.	7	0	1135328
Ja ne mogu da živim bez televizije.	Я не могу жить без телевидения.	7	0	1103117
Ja ne verujem da je on advokat.	Я не верю, что он адвокат.	7	1	1200573
Ja sam pročitao knjigu o Snežnoj kraljici.	Я прочитал книгу о Снежной королеве.	7	0	3715071
Ja sam ručao sa Majkom u restoranu.	Я пообедал с Майком в ресторане.	7	0	1266652
Ja sam to prodao za deset dolara.	Я это продал за десять долларов.	7	0	3311359
Ja se veoma brinem o tvom zdravlju.	Я очень волнуюсь о твоем здоровье.	7	0	1091386
Ja stanujem u starom delu velikog grada.	Я живу в старой части большого города.	7	0	1193137
Ja vas molim da ispravite moje greške.	Я прошу вас исправить мои ошибки.	7	0	3474686
Ja verujem da je Tom u pravu.	Верю, что Том прав.	7	1	1088296
Ja volim da pijem prirodnu mineralnu vodu.	Я люблю пить природную минеральную воду.	7	0	1133512
Ja znam zbog čega to Tom radi.	Я знаю, зачем Том это делает.	7	1	3435926
Jabuke su obično zelene, žute ili crvene.	Яблоки обычно бывают зеленые, желтые или красные.	7	0	3350451
Japan je okružen morem sa svih strana.	Япония со всех сторон окружена морем.	7	0	3278176
Je li to tvoja prva poseta Japanu?	Это твой первый визит в Японию?	7	0	1221170
Jezik sile je jedino što oni razumeju.	Язык силы - единственное, что они понимают.	7	0	3541324
Juče sam završio učenje esperanta na Duolingu.	Вчера я закончил изучать эсперанто на Дуолинго.	7	0	4240649
Kad god došli, uvek ćete biti dobrodošli.	Когда бы вы ни пришли, вам всегда будут рады.	7	1	6818574
Kakav je srednji uzrast u tom razredu?	Какой средний возраст в этом классе?	7	0	1124618
Kako mogu drveća da rastu bez vode?	Как могут деревья расти без воды?	7	0	11054967
Kako razlikovati dobar i loš Engleski jezik?	Как отличить хороший английский язык от плохого?	7	0	3302921
Kako vam se dopalo u Sjedinjenim Državama?	Как Вам понравилось в Соединённых Штатах?	7	0	2067616
Kanada je zemlja-majka hokeja na ledu.	Канада - родина хоккея на льду.	7	0	4243222
Kap po kap vode može stvoriti jezero.	Капля за каплей воды могут скопиться в озеро.	7	0	396756
Knjizi nedostaju drugo, peto i trinaesto poglavlje.	В книге не хватает второй, пятой и тринадцатой главы.	7	0	4644917
Ko je rekao da će biti lako?	Кто сказал, что будет легко?	7	1	3360353
Ko se prvi popeo na vrh Everesta?	Кто первый достиг верхушки горы Эверест?	7	0	1076679
Ko zna šta će se dogoditi sutra?	Кто знает, что случится завтра?	7	1	5909396
Ko će da čita tako debelu knjigu?	Кто станет читать такую толстую книгу?	7	0	4249192
Ko će da čita tako debelu knjigu?	Кто будет читать такую толстую книгу?	7	0	4249192
Kod nas je dugo trajalo lepo vreme.	У нас был долгий период хорошей погоды.	7	0	1085941
Koja je razlika između religije i filozofije?	В чем разница между религией и философией?	7	0	3395339
Koja je razlika između religije i filozofije?	Какая разница между религией и философией?	7	0	3395339
Koja je razlika između religije i filozofije?	В чём разница между религией и философией?	7	0	6369029
Koja je razlika između vere i poverenja?	В чем разница между верой и доверием?	7	0	3434993
Koliko dugo ćeš biti u ovoj zemlji?	Как долго ты будешь в этой стране?	7	1	3244042
Koliko imaš godina i koliko si težak?	Сколько тебе лет и сколько ты весишь?	7	1	4238007
Komarci u Minesoti su veliki kao rode.	Комары в Миннесоте большие, как аисты.	7	0	425279
Konačno, veliki uspeh krunisao je višegodišnje eksperimentisanje.	Наконец, многолетние эксперименты увенчались большим успехом.	7	0	5588857
Kornjače, koje jedu meso, žive u moru.	Черепахи, которые едят мясо, живут в море.	7	0	1053134
Kupio sam ove lekove za mog oca.	Я купил эти лекарства для моего отца.	7	0	3412939
Linkoln je pozdravio svoga starog političkog protivnika.	Линкольн приветствовал своего старого политического оппонента.	7	0	1117644
Ljudi kažu da je Tom veoma pametan.	Говорят, Том очень умный.	7	1	8908013
Marija nije bila zadovoljna sa samom sobom.	Мария не была довольна собой.	7	0	3481536
Mačje oči su veoma osetljive na svetlo.	Кошачьи глаза очень чувствительны к свету.	7	0	3243682
Mađarski jezik nije lak, ali je divan.	Венгерский язык непростой, но чудесный.	7	0	5963082
Mi o vuku, a vuk na vrata.	О волке речь, а он навстречь.	7	0	392446
Mislila sam da idete u Boston autobusom.	Я думала вы едете в Бостон на автобусе.	7	0	4250263
Mislila sam da ideš u Bostom autobusom.	Я думала, ты поедешь в Бостон на автобусе.	7	0	4250262
Mislim da je to bila dobra ideja.	Думаю, что это была хорошая идея.	7	1	3499707
Mislim da mi možemo da uradimo to.	Думаю, мы можем это сделать.	7	1	8845649
Mislim da znam kako se to radi.	Думаю, я знаю, как это делается.	7	1	4250609
Mislio sam da ćeš da budeš zauzet.	Я думал, ты будешь занят.	7	1	4292354
Misliš li da je taj pas pametan?	По-твоему, эта собака умная?	7	1	8894488
Misliš li da treba da pišem Tomu?	Думаешь, мне нужно написать Тому?	7	0	6309108
Misliš li da će se situacija poboljšati?	Ты думаешь, ситуация улучшится?	7	0	6309105
Mladi su hodali držeći se za ruke.	Молодожёны шли, взявшись за руки.	7	0	1090474
Mnogo puta sam igrao golf sa Tomom.	Я много раз играл с Томом в гольф.	7	0	5035344
Mogu li da pogledam Vašu vozačku dozvolu?	Я могу посмотреть Ваши водительские права?	7	0	3311604
Moj brat nije zadovoljan svojim novim autom.	Мой брат недоволен своей новой машиной.	7	0	3391310
Moj prijatelj mora da putije u Oslo.	Мой друг должен поехать в Осло.	7	0	3445914
Moj ujak je kupio meni tu knjigu.	Мой дядя купил для меня эту книгу.	7	0	1135338
Moja mlađa sestra izgleda kao moja majka.	Моя младшая сестра похожа на мою маму.	7	0	3370039
Moja sestra je starija od mog brata.	Моя сестра старше, чем мой брат.	7	0	3274505
Moja sestra je to videla sopstvenim očima.	Моя сестра видела это своими собственными глазами.	7	0	914580
Moji seoski prijatelji imaju nekoliko košnica pčela.	У моих друзей в деревне есть несколько ульев с пчёлами.	7	0	1498278
Molim te dođi najkasnije do osam sati.	Пожалуйста, приди самое позднее к восьми часам.	7	0	3278263
Molim te dođi najkasnije do osam sati.	Пожалуйста, приди не позже восьми часов.	7	0	3278263
Mont Blank je najviša planina u Alpima.	Монблан — самая высокая гора в Альпах.	7	0	4239880
Morali smo da zatvorimo prozor zbog komaraca.	Нам пришлось закрыть окно из-за комаров.	7	0	3440226
Moram da vratim neke knjige u bibliotku.	Мне нужно вернуть в библиотеку кое-какие книги.	7	0	4781972
Možda da uzmem kišobran za svaki slučaj.	Может, возьмём на всякий случай зонтик?	7	0	3313595
Možda sam i lud, ali nisam glup.	Может быть я и сумасшедший, но не глупый.	7	1	3365968
